geo_point_2d;Numéro ID inspection;Nom de l'installation;Commune;Code Département;Code Postal;Code NAF;SIRET;Code Régime;Libellé Régime;Directive IPPC;Code Seveso;Statut Seveso;Code Famille;Libellé Famille;Fiche URL du site;Précision des coordonnées;Code INSEE;EPCI;Département;Région
43.2490230669,0.0847582647895;68.2521;NEXTER MUNITIONS SA;TARBES;65;65000;25.40Z;33994646900097;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2521;Coordonnées précises;65047;CA Tarbes-Lourdes-Pyrénées;HAUTES-PYRENEES;OCCITANIE
47.0112289305,2.31512957466;100.7538;VIA LOGISTIQUE;LE SUBDRAY;18;18570;52.10B;48293927900014;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=7538;Centroïde Commune;18255;CA Bourges Plus;CHER;CENTRE-VAL DE LOIRE
46.290746591,4.82514904737;54.1126;STODIS (Ex STOGAZ);MACON;71;71000;82.92Z;685450405;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1126;Coordonnées précises;71270;CA Mâconnais Beaujolais Agglomération;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
49.1407980748,6.70916778782;62.1751;ARKEMA;ST AVOLD;57;57500;20.14Z;31963279000543;;;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=1751;Coordonnées précises;57606;CA Saint-Avold Synergie;MOSELLE;GRAND EST
45.3387252041,4.80147025401;61.3183;THOR;SALAISE SUR SANNE;38;38150;20.59Z;30680726400032;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3183;Coordonnées précises;38468;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
44.9152892546,-0.535514309005;52.357;LINDE GAS;BASSENS;33;33530;20.11Z;5608017630015;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=357;Coordonnées précises;33032;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
44.9258921511,-0.520629439881;52.249;FORESA FRANCE SAS;AMBARES ET LAGRAVE;33;33440;20.16Z;38357389600032;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=249;Coordonnées précises;33003;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
49.4097896475,1.02167997353;58.506;RUBIS TERMINAL;LE GRAND QUEVILLY;76;76120;52.10B;77568640500058;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=506;Adresse postale;76322;Métropole Rouen Normandie;SEINE-MARITIME;NORMANDIE
48.0801205899,-1.72877567759;55.3765;QUARON;ST JACQUES DE LA LANDE;35;35136;;301252870;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=3765;Coordonnées précises;35281;Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE
49.4274565076,2.12532443916;51.882;DSV SOLUTIONS FRANCE;BEAUVAIS;60;60000;;77573463500011;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=882;Coordonnées précises;60057;CA du Beauvaisis;OISE;HAUTS-DE-FRANCE
50.3577794774,3.27570658517;70.3888;COEUR GAMMA;SOMAIN;59;59490;;;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=3888;Centroïde Commune;59574;CC Coeur d'Ostrevent [C.C.C.O.];NORD;HAUTS-DE-FRANCE
49.1036342628,1.46177723473;58.821;STEINER;ST MARCEL;27;27950;20.12Z;55365048200019;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=821;Adresse postale;27562;CA Seine Normandie Agglomération;EURE;NORMANDIE
47.5833759283,7.57896477035;67.503;BASF;HUNINGUE;68;68330;20.12Z;40978343800248;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=503;Centroïde Commune;68149;CA Saint-Louis Agglomération;HAUT-RHIN;GRAND EST
45.0499800248,3.96840814267;56.245;MERCK SHARP & DOHME CHIBRET LABORATOIRES;ST GERMAIN LAPRADE;43;43700;20.59Z;80999983200029;A;Autorisation;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=56&champEtablNumero=245;Coordonnées précises;43190;CA du Puy-en-Velay;HAUTE-LOIRE;AUVERGNE-RHONE-ALPES
48.2355795471,4.07851341255;57.3059;PROLOGIS FRANCE LXII;ST LEGER PRES TROYES;10;10800;;;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=57&champEtablNumero=3059;Valeur Initiale;10344;CA Troyes Champagne Métropole;AUBE;GRAND EST
48.0779749601,-1.72698294448;55.16058;TRIADIS Service;ST JACQUES DE LA LANDE;35;35136;38.12Z;384545281;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=16058;Coordonnées précises;35281;Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE
50.4667497927,2.89827535906;70.799;NORTANKING(ex oil tanking);ANNAY;62;62880;52.10B;38970395000029;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=799;Coordonnées précises;62033;CA de Lens - Liévin;PAS-DE-CALAIS;HAUTS-DE-FRANCE
50.0624809875,1.39598842789;58.1681;SGD;LE TREPORT;76;76470;23.13Z;552012585;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=1681;Adresse postale;76711;CC des Villes Soeurs;SEINE-MARITIME;NORMANDIE
45.7127247012,4.83281043618;61.4242;ENTREPOT PETROLIER DE LYON;LYON 07;69;69007;52.10B;713000941;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=4242;Coordonnées précises;69123;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
43.4113688266,-0.629437557586;52.11416;TORAY CARBON FIBERS EUROPE SA;LACQ;64;64170;23.99Z;32626222700027;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=11416;Coordonnées précises;64300;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
43.44874091,4.92700912301;64.1029;ESSO Raffinage SAS;FOS SUR MER;13;13270;19.20Z;37991423700035;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=1029;Coordonnées précises;13039;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
47.793253508,7.19658862953;67.2144;STOCKMEIER Urethanes France SAS;CERNAY;68;68700;20.16Z;31162226000025;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=2144;Coordonnées précises;68063;CC de Thann-Cernay;HAUT-RHIN;GRAND EST
49.8752911291,3.04332939703;51.2374;BONDUELLE EUROPE LONG LIFE;PERONNE;80;80200;;44545017400047;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=2374;Coordonnées précises;80557;CC de la Haute Somme (Combles - Péronne - Roisel);SOMME;HAUTS-DE-FRANCE
47.6289518408,7.23772977361;67.701;HOLCIM HAUT-RHIN;ALTKIRCH;68;68130;23.51Z;37791706700151;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=701;Coordonnées précises;68004;CC Sundgau;HAUT-RHIN;GRAND EST
49.4952455139,0.507825194502;58.412;CASLA;ST JEAN DE FOLLEVILLE;76;76170;;572056331;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=4120;Centroïde Commune;76592;CA Caux Seine Agglo;SEINE-MARITIME;NORMANDIE
44.0956686406,4.72919585224;64.42;Compagne des Gaz de Pétrole PRIMAGAZ;CADEROUSSE;84;84860;35.22Z;54208445400579;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=420;Valeur Initiale;84027;CC du Pays Réuni d'Orange;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR
48.9114731046,2.36311919968;65.644;TECHNIC FRANCE;ST DENIS;93;93200;20.59Z;30127281100037;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=6440;Coordonnées précises;93066;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
49.4156283638,2.2385704085;51.508;KUEHNE+NAGEL LOGISTIQUE PA du Nid de;BRESLES;60;60510;;54209123600019;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=5080;Coordonnées précises;60103;CA du Beauvaisis;OISE;HAUTS-DE-FRANCE
43.834390612,5.78072421668;64.5518;GEOSEL  MANOSQUE;MANOSQUE;04;4107;;;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=5518;Centroïde Commune;04112;CA Durance-Lubéron-Verdon Agglomération;ALPES-DE-HAUTE-PROVENCE;PROVENCE-ALPES-COTE D'AZUR
43.5296939271,3.69221841089;534.92;STE FERMIERE DU LANGUEDOC;MONTBAZIN;34;34560;;41005829100015;;;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=534&champEtablNumero=920;Valeur Initiale;34165;CA Sète Agglopôle Méditerranée;HERAULT;OCCITANIE
43.4937711519,-0.780570156113;52.269;ARKEMA France;ORTHEZ;64;64301;20.16Z;31963279000246;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=2690;Centroïde Commune;64430;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
46.3665855404,3.52587761091;56.1461;COOPACA;TRETEAU;03;3220;46.21Z;77905388300012;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=56&champEtablNumero=1461;Coordonnées précises;03289;CC Entr'Allier Besbre et Loire;ALLIER;AUVERGNE-RHONE-ALPES
43.8572498384,5.79179248924;64.828;GEOMETHANE;MANOSQUE;04;4100;52.10B;35148372200028;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=828;Valeur Initiale;04112;CA Durance-Lubéron-Verdon Agglomération;ALPES-DE-HAUTE-PROVENCE;PROVENCE-ALPES-COTE D'AZUR
43.4720232511,5.60658096779;64.69;STMICROELECTRONICS SAS;ROUSSET;13;13102;26.11Z;41496958400013;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=69;Valeur Initiale;13087;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
43.1417666234,6.03159831617;64.156;ANTARGAZ;LA GARDE;83;83130;46.71Z;57212604300676;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=156;Valeur Initiale;83062;Métropole Toulon-Provence-Méditerranée;VAR;PROVENCE-ALPES-COTE D'AZUR
43.497511805,5.20824898351;64.6274;SPUR ENVIRONNEMENT;ROGNAC;13;13655;38.12Z;41757344100025;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=6274;Valeur Initiale;13081;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
48.5309960268,-2.96830494193;55.289;TRISKALIA;PLOUAGAT;22;22170;46.33Z;77557698600928;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=289;Coordonnées précises;22206;CC Leff Armor Communauté;COTES-D'ARMOR;BRETAGNE
47.280834884,-2.01275169303;63.1446;AREVA NP;ST VIAUD;44;44320;;307718510;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=1446;Coordonnées précises;44192;CC du Sud-Estuaire;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
43.3632411697,2.29197973125;66.117;TITANOBEL;CUXAC CABARDES;11;11390;52.10B;42125183600019;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=66&champEtablNumero=117;Coordonnées précises;11115;CC de la Montagne Noire;AUDE;OCCITANIE
49.4157336754,2.1201640278;51.901;SOPROGAZ;BEAUVAIS;60;60000;;37891585400012;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=901;Coordonnées précises;60057;CA du Beauvaisis;OISE;HAUTS-DE-FRANCE
48.1178991701,-1.82639856393;55.1427;DE SANGOSSE;L HERMITAGE;35;35590;46.75Z;30016389600016;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=1427;Coordonnées précises;35131;Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE
49.1407848737,6.70930402736;62.1781;ARKEMA;ST AVOLD;57;57500;20.14Z;31963279000543;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=1781;Coordonnées précises;57606;CA Saint-Avold Synergie;MOSELLE;GRAND EST
45.548619847,-0.364951897201;72.6939;PISSELOUP SAS;JARNAC CHAMPAGNE;17;17520;46.34Z;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=6939;Coordonnées précises;17192;CC de la Haute-Saintonge;CHARENTE-MARITIME;NOUVELLE-AQUITAINE
48.0976441617,-4.32883573916;55.737;SOBAD;DOUARNENEZ;29;29100;46.71Z;30920396600028;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=737;Coordonnées précises;29046;CC Douarnenez Communauté;FINISTERE;BRETAGNE
49.1432596906,6.7084387355;62.1762;TPF;ST AVOLD;57;57500;20.16Z;42889111300063;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=1762;Coordonnées précises;57606;CA Saint-Avold Synergie;MOSELLE;GRAND EST
48.4684023461,3.52541204425;57.3053;SOUFFLET Fontaine-Macon;FONTAINE MACON;10;10400;;706980182000;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=57&champEtablNumero=3053;Coordonnées précises;10153;CC du Nogentais;AUBE;GRAND EST
46.781769041,4.45240792272;54.2644;WESTFALEN FRANCE;TORCY;71;71210;46.71Z;42989163300043;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=2644;Coordonnées précises;71540;CU Le Creusot Montceau-les-Mines;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
45.6433417386,5.0940654884;61.3159;SIGMA ALDRICH;ST QUENTIN FALLAVIER;38;38070;46.75Z;34027592400017;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3159;Coordonnées précises;38449;CA Porte de l'Isère (C.A.P.I);ISERE;AUVERGNE-RHONE-ALPES
48.7126119575,5.28302577974;62.922;SODETAL AWT SAS;TRONVILLE EN BARROIS;55;55310;25.93Z;34796522000028;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=922;Coordonnées précises;55519;CA de Bar-le-Duc - Sud Meuse;MEUSE;GRAND EST
48.7025330439,2.61772702903;65.9173;HEPPNER;BRIE COMTE ROBERT;77;77170;52.29B;76980020200681;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=9173;Coordonnées précises;77053;CC l'Orée de la Brie;SEINE-ET-MARNE;ILE-DE-FRANCE
